,Genes,Norm_Symbol,Phosphosite_hu_no
3560,CYTH2,CYTH2,8
3561,CYTH3,CYTH3,5
3562,CYTH4,CYTH4,4
3563,NSG1,NSG1,3
3564,DAAM1,DAAM1,21
3565,DAAM2,DAAM2,6
3566,DAB1,DAB1,6
3567,DAB2,DAB2,45
3568,DAB2IP,DAB2IP,50
3569,DACH1,DACH1,25
3570,DACH2,DACH2,4
3571,DACT1,DACT1,16
3572,DACT2,DACT2,5
3573,DACT3,DACT3,24
3574,DAD1,DAD1,4
3575,DAG1,DAG1,22
3576,DAGLB,DAGLB,12
3577,TKFC,TKFC,11
3578,DALRD3,DALRD3,5
3579,DAND5,DAND5,1
3580,DAO,DAO,1
3581,DAP,DAP,8
3582,DAP3,DAP3,18
3583,DAPK1,DAPK1,26
3584,DAPK2,DAPK2,9
3585,DAPK3,DAPK3,15
3586,DAPL1,DAPL1,5
3587,CCDC88C,CCDC88C,65
3588,DAPP1,DAPP1,5
3589,PPP1R1B,PPP1R1B,17
3590,DARS,DARS,24
3591,DARS2,DARS2,2
3592,SLC6A3,SLC6A3,12
3593,DIDO1,DIDO1,92
3594,DAXX,DAXX,50
3595,DAZ1,DAZ1,6
3596,DAZ2,DAZ2,22
3597,DAZ3,DAZ3,1
3598,DAZ4,DAZ4,2
3599,DAZAP1,DAZAP1,8
3600,DAZAP2,DAZAP2,4
3601,DAZL,DAZL,2
3602,CCAR2,CCAR2,33
3603,BRINP1,BRINP1,1
3604,DBF4,DBF4,45
3605,DBF4B,DBF4B,9
3606,DBH,DBH,8
3607,DBI,DBI,9
3608,DBN1,DBN1,41
3609,DBNDD1,DBNDD1,5
3610,DBNDD2,DBNDD2,1
3611,DBNL,DBNL,55
3612,DBP,DBP,5
3613,DBR1,DBR1,10
3614,DBT,DBT,11
3615,DBX1,DBX1,6
3616,DBX2,DBX2,2
3617,DCAF15,DCAF15,14
3618,DCAF16,DCAF16,2
3619,DCAF17,DCAF17,7
3620,DCAF8L1,DCAF8L1,1
3621,DCAKD,DCAKD,3
3622,DCLK1,DCLK1,38
3623,DCLK2,DCLK2,27
3624,DCLK3,DCLK3,7
3625,DCANP1,DCANP1,3
3626,DCBLD1,DCBLD1,19
3627,DCBLD2,DCBLD2,33
3628,DCC,DCC,17
3629,DSCC1,DSCC1,3
3630,DCD,DCD,1
3631,DCDC1,DCDC1,15
3632,DCDC2,DCDC2,18
3633,DCDC2B,DCDC2B,9
3634,DCDC2C,DCDC2C,6
3635,DCHS1,DCHS1,29
3636,DCHS2,DCHS2,16
3637,ECI1,ECI1,3
3638,DCK,DCK,14
3639,DCLRE1A,DCLRE1A,22
3640,DCLRE1B,DCLRE1B,5
3641,DCN,DCN,3
3642,DCP1A,DCP1A,41
3643,DCP1B,DCP1B,26
3644,DCP2,DCP2,19
3645,DCPS,DCPS,5
3646,DCST1,DCST1,2
3647,DCST2,DCST2,3
3648,DCTD,DCTD,6
3649,DCUN1D1,DCUN1D1,2
3650,DCUN1D2,DCUN1D2,2
3651,DCUN1D3,DCUN1D3,5
3652,DCUN1D4,DCUN1D4,3
3653,DCUN1D5,DCUN1D5,4
3654,DCXR,DCXR,10
3655,DDX11L8,DDX11L8,8
3656,DDA1,DDA1,8
3657,DDAH1,DDAH1,6
3658,DDAH2,DDAH2,10
3659,DDB1,DDB1,30
3660,DDB2,DDB2,8
3661,CEP295NL,CEP295NL,4
3662,ASAP1,ASAP1,40
3663,ASAP2,ASAP2,25
3664,ASAP3,ASAP3,15
3665,DDHD1,DDHD1,23
3666,DDHD2,DDHD2,10
3667,DDI1,DDI1,5
3668,DDI2,DDI2,11
3669,DDIT3,DDIT3,9
3670,DDIT4,DDIT4,4
3671,DDIT4L,DDIT4L,2
3672,DDN,DDN,6
3673,DDO,DDO,4
3674,DDOST,DDOST,11
3675,DDR1,DDR1,17
3676,DDR2,DDR2,17
3677,DDRGK1,DDRGK1,12
3678,DDT,DDT,3
3679,DDTL,DDTL,2
3680,DDX1,DDX1,27
3681,DDX10,DDX10,34
3682,DDX11,DDX11,14
3683,DDX12P,DDX12P,7
3684,DHX15,DHX15,26
3685,DHX16,DHX16,17
3686,DDX17,DDX17,44
3687,DDX18,DDX18,28
3688,DDX19A,DDX19A,11
3689,DDX19B,DDX19B,11
3690,DDX21,DDX21,42
3691,DDX23,DDX23,30
3692,DDX24,DDX24,26
3693,DDX25,DDX25,4
3694,INTS6L,INTS6L,16
3695,DDX27,DDX27,31
3696,DDX28,DDX28,8
3697,DHX29,DHX29,26
3698,DDX3X,DDX3X,64
3699,DHX30,DHX30,30
3700,DDX31,DDX31,14
3701,DDX39A,DDX39A,17
3702,DDX3Y,DDX3Y,35
3703,DDX4,DDX4,14
3704,DDX41,DDX41,16
3705,DDX42,DDX42,35
3706,DDX43,DDX43,10
3707,DDX46,DDX46,44
3708,DDX47,DDX47,11
3709,EIF4A3,EIF4A3,15
3710,DDX49,DDX49,6
3711,DDX5,DDX5,39
3712,DDX50,DDX50,24
3713,DDX51,DDX51,9
3714,DDX52,DDX52,11
3715,DDX53,DDX53,6
3716,DDX54,DDX54,34
3717,DDX55,DDX55,11
3718,DDX56,DDX56,12
3719,DDX58,DDX58,15
3720,DDX59,DDX59,13
3721,DDX6,DDX6,18
3722,DDX60,DDX60,18
3723,DDX60L,DDX60L,11
3724,DHX8,DHX8,30
3725,DHX9,DHX9,56
3726,DEAF1,DEAF1,12
3727,DECR1,DECR1,4
3728,DECR2,DECR2,7
3729,CLEC7A,CLEC7A,7
3730,DEDD,DEDD,3
3731,DEDD2,DEDD2,6
3732,DIEXF,UTP25,14
3733,DEF6,DEF6,19
3734,DEF8,DEF8,4
3735,DEFB110,DEFB110,4
3736,DEFB118,DEFB118,4
3737,DEFB121,DEFB121,1
3738,DEFA1,DEFA1,4
3739,DEFA3,DEFA3,4
3740,DEFA6,DEFA6,1
3741,DEFB115,DEFB115,1
3742,DEFB116,DEFB116,5
3743,DEFB119,DEFB119,3
3744,DEFB123,DEFB123,3
3745,DEFB125,DEFB125,1
3746,DEGS1,DEGS1,2
3747,DEGS2,DEGS2,2
3748,DEK,DEK,43
3749,EXO5,EXO5,6
3750,DMTN,DMTN,54
3751,DENND1A,DENND1A,38
3752,DENND1B,DENND1B,27
3753,DENND1C,DENND1C,11
3754,DENND2A,DENND2A,15
3755,ST5,ST5,53
3756,DENND2C,DENND2C,13
3757,DENND2D,DENND2D,3
3758,DENND3,DENND3,15
3759,DENND4A,DENND4A,67
3760,DENND4B,DENND4B,18
3761,DENND4C,DENND4C,121
3762,DENND5B,DENND5B,17
3763,DENND6A,DENND6A,1
3764,DENND6B,DENND6B,5
3765,DENR,DENR,9
3766,DEPDC1,DEPDC1,15
3767,DEPDC1B,DEPDC1B,12
3768,DEPDC5,DEPDC5,30
3769,DEPDC7,DEPDC7,15
3770,DEPP1,DEPP1,2
3771,DEPTOR,DEPTOR,35
3772,DERA,DERA,7
3773,DERL1,DERL1,5
3774,DERL2,DERL2,2
3775,ELP5,ELP5,5
3776,DES,DES,41
3777,DSP,DSP,150
3778,DSTN,DSTN,11
3779,DET1,DET1,3
3780,DFFA,DFFA,18
3781,DFFB,DFFB,4
3782,GSDME,GSDME,7
3783,PJVK,PJVK,1
3784,DGAT1,DGAT1,6
3785,DGAT2,DGAT2,6
3786,AWAT2,AWAT2,2
3787,ESS2,ESS2,31
3788,DGCR2,DGCR2,8
3789,DGCR6,DGCR6,1
3790,DGCR6L,DGCR6L,1
3791,DGCR8,DGCR8,30
3792,DGKA,DGKA,13
3793,DGKB,DGKB,6
3794,DGKD,DGKD,11
3795,DGKE,DGKE,2
3796,DGKG,DGKG,2
3797,DGKH,DGKH,17
3798,DGKI,DGKI,7
3799,DGKK,DGKK,15
3800,DGKQ,DGKQ,6
3801,DGKZ,DGKZ,49
3802,DGLUCY,DGLUCY,5
3803,DGUOK,DGUOK,1
3804,DHCR7,DHCR7,9
3805,DHDDS,DHDDS,4
3806,DHFR,DHFR,5
3807,DHFR2,DHFR2,4
3808,DHH,DHH,1
3809,DHODH,DHODH,10
3810,DHPS,DHPS,6
3811,DHRS1,DHRS1,4
3812,DHRS13,DHRS13,6
3813,DHRS2,DHRS2,2
3814,DHRS3,DHRS3,1
3815,DHRS4,DHRS4,5
3816,DHRS4L1,DHRS4L1,4
3817,DHRS4L2,DHRS4L2,1
3818,BDH2,BDH2,3
3819,DHRS7,DHRS7,7
3820,DHRS7B,DHRS7B,8
3821,DHRS7C,DHRS7C,2
3822,DHTKD1,DHTKD1,2
3823,DHX32,DHX32,6
3824,DHX33,DHX33,18
3825,DHX34,DHX34,9
3826,DHX35,DHX35,7
3827,DHX36,DHX36,24
3828,DHX37,DHX37,14
3829,DHX38,DHX38,30
3830,DHX40,DHX40,14
3831,DHX57,DHX57,20
3832,DHX58,DHX58,3
3833,DIABLO,DIABLO,8
3834,DIAPH1,DIAPH1,32
3835,DIAPH2,DIAPH2,12
3836,DIAPH3,DIAPH3,21
3837,DICER1,DICER1,37
3838,DHCR24,DHCR24,11
3839,DIMT1,DIMT1,1
3840,DIO1,DIO1,1
3841,DIO3,DIO3,1
3842,GRAMD4,GRAMD4,16
3843,DIP2A,DIP2A,25
3844,DIP2B,DIP2B,53
3845,DIP2C,DIP2C,27
3846,DIRAS1,DIRAS1,1
3847,DIRAS3,DIRAS3,2
3848,DIRC2,SLC49A4,2
3849,DIS3,DIS3,13
3850,DIS3L,DIS3L,17
3851,DIS3L2,DIS3L2,15
3852,DISC1,DISC1,12
3853,DISP1,DISP1,14
3854,DISP2,DISP2,20
3855,DIXDC1,DIXDC1,18
3856,PARK7,PARK7,7
3857,LOC100271840,LOC100271840,22
3858,PKI55,LINC01963,1
3859,PARM1,PARM1,4
3860,DKFZP686G21220,DKFZP686G21220,2
3861,LIN54,LIN54,19
3862,CCDC149,CCDC149,7
3863,C18ORF63,C18ORF63,9
3864,DKK1.00,DKK1.00,8
3865,DKK2.00,DKK2.00,7
3866,DKK3.00,DKK3.00,2
3867,DKKL1,DKKL1,2
3868,DLAT,DLAT,16
3869,DLC1,DLC1,45
3870,DLD,DLD,7
3871,DLEC1,DLEC1,7
3872,DLEU7,DLEU7,5
3873,DLG1,DLG1,66
3874,DLG3,DLG3,38
3875,DLG5,DLG5,80
3876,MPP4,MPP4,3
3877,DLGAP5,DLGAP5,64
3878,MAP3K12,MAP3K12,14
3879,DLK1,DLK1,2
3880,DLL1,DLL1,5
3881,DLL3,DLL3,6
3882,DLL4,DLL4,1
3883,SKIDA1,SKIDA1,12
3884,DLST,DLST,5
3885,DLX1,DLX1,4
3886,DLX2,DLX2,6
3887,DLX3,DLX3,2
3888,DLX4,DLX4,5
3889,DLX5,DLX5,2
3890,DLX6,DLX6,4
3891,DMAP1,DMAP1,21
3892,DMBT1,DMBT1,8
3893,DMBX1,DMBX1,3
3894,DMGDH,DMGDH,9
3895,DMKN,DMKN,3
3896,SYNM,SYNM,57
3897,DMP1,DMP1,1
3898,DMPK,DMPK,4
3899,CDC42BPG,CDC42BPG,25
3900,DMRT1,DMRT1,2
3901,DMRT2,DMRT2,9
3902,DMRT3,DMRT3,21
3903,DMRTA1,DMRTA1,3
3904,DMRTA2,DMRTA2,4
3905,DMRTB1,DMRTB1,1
3906,DMRTC2,DMRTC2,2
3907,DMTF1,DMTF1,2
3908,DMWD,DMWD,20
3909,DMXL1,DMXL1,64
3910,DNA2,DNA2,15
3911,DNAAF3,DNAAF3,4
3912,DNAH1,DNAH1,25
3913,DNAH10,DNAH10,35
3914,DNAH11,DNAH11,29
3915,DNAH14,DNAH14,33
3916,DNAH17,DNAH17,28
3917,DNAH2,DNAH2,42
3918,DNAH3,DNAH3,28
3919,DNAH5,DNAH5,40
3920,DNAH6,DNAH6,42
3921,DNAH7,DNAH7,33
3922,DNAH8,DNAH8,33
3923,DNAH9,DNAH9,21
3924,DNAH12,DNAH12,27
3925,DNAI1,DNAI1,7
3926,DNAI2,DNAI2,7
3927,DNAJA1,DNAJA1,19
3928,DNAJA2,DNAJA2,10
3929,DNAJA3,DNAJA3,12
3930,DNAJA4,DNAJA4,13
3931,DNAJC21,DNAJC21,16
3932,DNAJB11,DNAJB11,7
3933,DNAJB12,DNAJB12,11
3934,DNAJB13,DNAJB13,6
3935,DNAJB14,DNAJB14,5
3936,DNAJB2,DNAJB2,18
3937,DNAJB3,DNAJB3,3
3938,DNAJB4,DNAJB4,12
3939,DNAJB5,DNAJB5,2
3940,DNAJB6,DNAJB6,12
3941,DNAJB7,DNAJB7,4
3942,DNAJB8,DNAJB8,2
3943,DNAJB9,DNAJB9,5
3944,DNAJC1,DNAJC1,16
3945,DNAJC10,DNAJC10,6
3946,DNAJC11,DNAJC11,13
3947,DNAJC12,DNAJC12,2
3948,DNAJC13,DNAJC13,32
3949,DNAJC14,DNAJC14,10
3950,DNAJC15,DNAJC15,5
3951,DNAJC16,DNAJC16,1
3952,DNAJC17,DNAJC17,4
3953,DNAJC18,DNAJC18,7
3954,DNAJC19,DNAJC19,2
3955,DNAJC2,DNAJC2,15
3956,DNAJC24,DNAJC24,1
3957,DNAJC25,DNAJC25,5
3958,DNAJC27,DNAJC27,3
3959,DNAJC28,DNAJC28,4
3960,DNAJC3,DNAJC3,12
3961,DNAJC30,DNAJC30,6
3962,DNAJC4,DNAJC4,1
3963,DNAJC5,DNAJC5,10
3964,DNAJC5B,DNAJC5B,1
3965,DNAJC5G,DNAJC5G,6
3966,DNAJC6,DNAJC6,16
3967,DNAJC7,DNAJC7,10
3968,DNAJC8,DNAJC8,9
3969,DNAJC9,DNAJC9,4
3970,DNAL1,DNAL1,4
3971,DNAL4,DNAL4,1
3972,DNALI1,DNALI1,1
3973,CD226,CD226,8
3974,PRKDC,PRKDC,140
3975,SPATS2L,SPATS2L,24
3976,DNASE1,DNASE1,4
3977,DNASE1L1,DNASE1L1,1
3978,DNASE1L2,DNASE1L2,1
3979,DNASE1L3,DNASE1L3,4
3980,DNASE2,DNASE2,4
3981,DNASE2B,DNASE2B,3
3982,DYNC1H1,DYNC1H1,109
3983,DYNC1LI1,DYNC1LI1,40
3984,DYNC1LI2,DYNC1LI2,30
3985,DND1,DND1,3
3986,DNER,DNER,11
3987,DNHD1,DNHD1,16
3988,DNLZ,DNLZ,5
3989,DNM1P46,DNM1P46,4
3990,DNMBP,DNMBP,56
3991,DNMT1,DNMT1,55
3992,DNMT3A,DNMT3A,20
3993,DNMT3B,DNMT3B,50
3994,DNMT3L,DNMT3L,3
3995,DNPEP,DNPEP,14
3996,DNPH1,DNPH1,11
3997,DNTT,DNTT,7
3998,DNTTIP1,DNTTIP1,6
3999,DOC2A,DOC2A,6
4000,DOC2B,DOC2B,7
4001,DOCK1,DOCK1,47
4002,DOCK10,DOCK10,57
4003,DOCK11,DOCK11,52
4004,DOCK2,DOCK2,63
4005,DOCK3,DOCK3,16
4006,DOCK4,DOCK4,41
4007,DOCK5,DOCK5,52
4008,DOCK6,DOCK6,40
4009,DOCK7,DOCK7,97
4010,DOCK8,DOCK8,43
4011,DOCK9,DOCK9,53
4012,DOHH,DOHH,4
4013,DOK1,DOK1,35
4014,DOK2,DOK2,26
4015,DOK3,DOK3,21
4016,DOK4,DOK4,14
4017,DOK5,DOK5,1
4018,DOK6,DOK6,5
4019,DOK7,DOK7,6
4020,DOLK,DOLK,3
4021,DXO,DXO,3
4022,DONSON,DONSON,5
4023,DOPEY1,DOP1A,22
4024,DOPEY2,DOP1B,46
4025,OPRD1,OPRD1,5
4026,CBARP,CBARP,46
4027,DOT1L,DOT1L,74
4028,DCX,DCX,23
4029,ANKRD34B,ANKRD34B,8
4030,DPAGT1,DPAGT1,1
4031,DPCD,DPCD,3
4032,DPCR1,MUCL3,34
4033,DPEP1,DPEP1,5
4034,DPEP2,DPEP2,1
4035,DPEP3,DPEP3,2
4036,DPF1,DPF1,3
4037,DPF3,DPF3,11
4038,DPH1,DPH1,6
4039,DPH2,DPH2,14
4040,DPH5,DPH5,6
4041,DPH6,DPH6,6
4042,DPM1,DPM1,9
4043,DPM3,DPM3,1
4044,DPP10,DPP10,13
4045,DPP3,DPP3,18
4046,DPP4,DPP4,6
4047,DPP6,DPP6,13
4048,DPP7,DPP7,5
4049,DPP8,DPP8,11
4050,DPP9,DPP9,15
4051,DPPA2,DPPA2,1
4052,DPPA3,DPPA3,4
4053,DPPA4,DPPA4,5
4054,DPRX,DPRX,1
4055,PDSS1,PDSS1,1
4056,DPT,DPT,2
4057,DPY19L1,DPY19L1,12
4058,DPY19L2,DPY19L2,5
4059,DPY19L2P1,DPY19L2P1,1
4060,DPY19L3,DPY19L3,3
4061,DPY19L4,DPY19L4,4
4062,DPY30,DPY30,2
4063,DPYD,DPYD,20
4064,DPYS,DPYS,2
4065,DQX1,DQX1,1
4066,DR1,DR1,9
4067,TNFRSF21,TNFRSF21,28
4068,STK17A,STK17A,8
4069,STK17B,STK17B,3
4070,DRAM1,DRAM1,2
4071,DRAP1,DRAP1,7
4072,DRAXIN,DRAXIN,1
4073,RBM45,RBM45,12
4074,DRC1,DRC1,2
4075,DRD1,DRD1,3
4076,DRD2,DRD2,10
4077,DRD3,DRD3,11
4078,DRD4,DRD4,4
4079,DRD5P2,DRD5P2,1
4080,DRG1,DRG1,9
4081,DRG2,DRG2,12
4082,DRGX,DRGX,3
4083,DRICH1,DRICH1,1
4084,UTP20,UTP20,45
4085,DROSHA,DROSHA,21
4086,DNM1L,DNM1L,38
4087,DRP2,DRP2,13
4088,ATN1,ATN1,43
4089,DSC1,DSC1,11
4090,DSC2,DSC2,25
4091,DSC3,DSC3,27
4092,DSCAM,DSCAM,20
4093,DSCAML1,DSCAML1,18
4094,PSMG1,PSMG1,12
4095,DSCR3,VPS26C,1
4096,DSCR4,DSCR4,7
4097,DSEL,DSEL,14
4098,DSG1,DSG1,22
4099,DSG2,DSG2,61
4100,DSG3,DSG3,15
4101,DSG4,DSG4,8
4102,DSN1,DSN1,28
4103,DSPP,DSPP,50
4104,DSTYK,DSTYK,7
4105,DTD1,DTD1,9
4106,DTD2,DTD2,1
4107,DTHD1,DTHD1,8
4108,DTNA,DTNA,20
4109,DTNB,DTNB,28
4110,DTNBP1,DTNBP1,11
4111,DTWD1,DTWD1,3
4112,DTWD2,DTWD2,8
4113,DTX1,DTX1,6
4114,DTX2,DTX2,15
4115,DTX3,DTX3,1
4116,DTX3L,DTX3L,36
4117,DTX4,DTX4,10
4118,DTYMK,DTYMK,5
4119,USP17L2,USP17L2,8
4120,CTDNEP1,CTDNEP1,3
4121,DUOX1,DUOX1,17
4122,DUOX2,DUOX2,13
4123,DUOXA1,DUOXA1,1
4124,DUOXA2,DUOXA2,1
4125,DUS1L,DUS1L,4
4126,DUSP27,DUSP27,14
4127,DUS2,DUS2,8
4128,DUS3L,DUS3L,13
4129,DUS4L,DUS4L,4
4130,DUSP1,DUSP1,8
4131,DUSP10,DUSP10,5
4132,DUSP11,DUSP11,6
4133,DUSP12,DUSP12,6
4134,DUSP13,DUSP13,1
4135,DUSP14,DUSP14,7
4136,DUSP15,DUSP15,6
4137,DUSP16,DUSP16,10
4138,DUSP19,DUSP19,3
4139,DUSP21,DUSP21,5
4140,DUSP22,DUSP22,5
4141,DUSP23,DUSP23,1
4142,DUSP26,DUSP26,3
4143,DUPD1,DUPD1,1
4144,DUSP28,DUSP28,1
4145,DUSP3,DUSP3,8
4146,DUSP4,DUSP4,18
4147,DUSP5,DUSP5,6
4148,DUSP5P1,DUSP5P1,1
4149,DUSP6,DUSP6,10
4150,DUSP7,DUSP7,8
4151,DUSP8,DUSP8,2
4152,DUSP9,DUSP9,11
4153,DUT,DUT,18
4154,DUX4L1,DUX4L1,4
4155,DUX4L2,DUX4L2,4
4156,DUX4L3,DUX4L3,4
4157,DUX4L4,DUX4L4,4
4158,DUX4L5,DUX4L5,4
4159,DUX4L6,DUX4L6,4
4160,DUX4L7,DUX4L7,4
4161,DUX4L9,DUX4L9,4
4162,DUXA,DUXA,1
4163,DVL1,DVL1,26
4164,DVL1P1,DVL1P1,9
4165,DVL2,DVL2,48
4166,DVL3,DVL3,61
4167,DYDC2,DYDC2,2
4168,DYM,DYM,5
4169,DNM1,DNM1,29
4170,DNM2,DNM2,36
4171,DNM3,DNM3,23
4172,DCTN1,DCTN1,38
4173,DCTN2,DCTN2,21
4174,DCTN3,DCTN3,5
4175,DCTN4,DCTN4,11
4176,DCTN5,DCTN5,1
4177,DCTN6,DCTN6,1
4178,DYNC1I1,DYNC1I1,11
4179,DYNC1I2,DYNC1I2,31
4180,DYNC2H1,DYNC2H1,39
4181,DYNC2LI1,DYNC2LI1,3
4182,DYNLL2,DYNLL2,7
4183,DYNLRB1,DYNLRB1,4
4184,DYNLRB2,DYNLRB2,2
4185,DYNLT1,DYNLT1,5
4186,DYNLT3,DYNLT3,2
4187,DYRK1A,DYRK1A,31
4188,DYRK1B,DYRK1B,11
4189,DYRK2,DYRK2,14
4190,DYRK3,DYRK3,17
4191,DYRK4,DYRK4,12
4192,DYSF,DYSF,42
4193,PPP1R27,PPP1R27,1
4194,DKC1,DKC1,19
4195,DMD,DMD,72
4196,DYTN,DYTN,9
4197,DNAAF4,DNAAF4,4
4198,DZANK1,DZANK1,9
4199,DZIP1,DZIP1,4
4200,DZIP1L,DZIP1L,2
4201,DZIP3,DZIP3,12
4202,HNRNPUL1,HNRNPUL1,22
4203,TCF3,TCF3,41
4204,E2F1,E2F1,12
4205,E2F2,E2F2,5
4206,E2F3,E2F3,10
4207,E2F4,E2F4,14
4208,E2F5,E2F5,8
4209,E2F6,E2F6,7
4210,E2F7,E2F7,26
4211,E2F8,E2F8,29
4212,NFIL3,NFIL3,11
4213,E4F1,E4F1,15
4214,EAF1,EAF1,9
4215,EAF2,EAF2,13
4216,TEX33,TEX33,1
4217,IRF2BPL,IRF2BPL,36
4218,EAPP,EAPP,20
4219,NR2F6,NR2F6,8
4220,EARS2,EARS2,6
4221,MAPRE1,MAPRE1,16
4222,MAPRE3,MAPRE3,8
4223,EBF1,EBF1,1
4224,EBF2,EBF2,2
4225,EBF3,EBF3,3
4226,EBF4,EBF4,6
4227,EBLN1,EBLN1,5
4228,EBLN2,EBLN2,3
4229,EBNA1BP2,EBNA1BP2,14
4230,EBP,EBP,2
4231,PA2G4,PA2G4,24
4232,ECE1,ECE1,15
4233,ECE2,ECE2,3
4234,ECEL1,ECEL1,9
4235,TYMP,TYMP,10
4236,ECH1,ECH1,16
4237,ECHDC1,ECHDC1,8
4238,ECHDC2,ECHDC2,2
4239,ECHDC3,ECHDC3,2
4240,ECHS1,ECHS1,9
4241,ECM1,ECM1,6
4242,ECM2,ECM2,9
4243,KIAA0368,ECPAS,46
4244,VOPP1,VOPP1,2
4245,ECSIT,ECSIT,4
4246,ECSCR,ECSCR,4
4247,ECT2,ECT2,50
4248,ECT2L,ECT2L,8
4249,EDA,EDA,1
4250,EDA2R,EDA2R,3
4251,EDAR,EDAR,11
4252,EDARADD,EDARADD,5
4253,EDC3,EDC3,24
4254,EDC4,EDC4,67
4255,EDEM1,EDEM1,2
4256,EDEM2,EDEM2,1
4257,EDEM3,EDEM3,5
4258,EDF1,EDF1,5
4259,S1PR1,S1PR1,8
4260,LPAR2,LPAR2,5
4261,S1PR2,S1PR2,3
4262,LPAR3,LPAR3,7
4263,S1PR5,S1PR5,5
4264,EDIL3,EDIL3,6
4265,EDN1,EDN1,3
4266,EDN3,EDN3,1
4267,EDNRA,EDNRA,18
4268,EDRF1,EDRF1,11
4269,EEA1,EEA1,41
4270,EED,EED,17
4271,EEF1A1,EEF1A1,47
4272,EEF1A2,EEF1A2,30
4273,EEF1AKMT1,EEF1AKMT1,4
4274,EEF1AKMT3,EEF1AKMT3,1
4275,EEF1AKMT4,EEF1AKMT4,1
4276,EEF1AKMT4-ECE2,EEF1AKMT4-ECE2,9
4277,EEF1B2,EEF1B2,19
4278,EEF1D,EEF1D,42
4279,EEF1E1,EEF1E1,6
4280,EEF1G,EEF1G,12
4281,EEF2,EEF2,49
4282,EEF2K,EEF2K,48
4283,EEFSEC,EEFSEC,9
4284,EEPD1,EEPD1,28
4285,EFCAB1,EFCAB1,1
4286,EFCAB11,EFCAB11,2
4287,EFCAB12,EFCAB12,7
4288,EFCAB13,EFCAB13,17
4289,EFCAB14,EFCAB14,9
4290,EFCAB3,EFCAB3,8
4291,CRACR2B,CRACR2B,7
4292,CRACR2A,CRACR2A,24
4293,EFCAB5,EFCAB5,11
4294,EFCAB6,EFCAB6,11
4295,EFCAB7,EFCAB7,6
4296,EFCAB8,EFCAB8,3
4297,EFCAB9,EFCAB9,3
4298,EFEMP1,EFEMP1,7
4299,EFEMP2,EFEMP2,1
4300,GFM1,GFM1,16
4301,EFHB,EFHB,4
4302,EFHC1,EFHC1,6
4303,EFHC2,EFHC2,4
4304,EFHD1,EFHD1,6
4305,EFHD2,EFHD2,12
4306,EFNA1,EFNA1,5
4307,EFNA4,EFNA4,3
4308,EFNA5,EFNA5,1
4309,EFNB1,EFNB1,16
4310,EFNB2,EFNB2,14
4311,EFNB3,EFNB3,7
4312,EFR3A,EFR3A,12
4313,EFR3B,EFR3B,9
4314,EFS,EFS,19
4315,TSFM,TSFM,9
4316,TUFM,TUFM,20
4317,EFL1,EFL1,10
4318,EFTUD2,EFTUD2,33
4319,SPATA31D1,SPATA31D1,15
4320,EGF,EGF,2
4321,EGFEM1P,EGFEM1P,3
4322,EGFL6,EGFL6,1
4323,EGFL7,EGFL7,3
4324,EGFL8,EGFL8,4
4325,EGFLAM,EGFLAM,9
4326,EGFR,EGFR,74
4327,EGLN1,EGLN1,8
4328,EGLN2,EGLN2,12
4329,EGLN3,EGLN3,4
4330,EGR1,EGR1,9
4331,EGR2,EGR2,6
4332,EGR3,EGR3,2
4333,EGR4,EGR4,2
4334,EHBP1,EHBP1,69
4335,EHBP1L1,EHBP1L1,50
4336,EHD1,EHD1,16
4337,EHD2,EHD2,15
4338,EHD3,EHD3,9
4339,EHD4,EHD4,17
4340,EHF,EHF,3
4341,EHHADH,EHHADH,21
4342,EPB41L4B,EPB41L4B,34
4343,EHMT1,EHMT1,30
4344,EHMT2,EHMT2,64
4345,TRAPPC10,TRAPPC10,28
4346,EI24,EI24,9
4347,EID1,EID1,2
4348,EID2,EID2,2
4349,EID3,EID3,4
4350,EIF1,EIF1,7
4351,EIF1AD,EIF1AD,10
4352,EIF1AX,EIF1AX,6
4353,EIF1AY,EIF1AY,6
4354,EIF1B,EIF1B,5
4355,EIF2S1,EIF2S1,20
4356,EIF2S2,EIF2S2,19
4357,EIF2S3,EIF2S3,15
4358,EIF2A,EIF2A,28
4359,EIF2B1,EIF2B1,7
4360,EIF2B2,EIF2B2,6
4361,EIF2B4,EIF2B4,18
4362,EIF2B5,EIF2B5,20
4363,EIF2B3,EIF2B3,7
4364,EIF2D,EIF2D,10
4365,EIF3J,EIF3J,16
4366,EIF3I,EIF3I,12
4367,EIF3G,EIF3G,21
4368,EIF3F,EIF3F,11
4369,EIF3B,EIF3B,41
4370,EIF3A,EIF3A,44
4371,CLUH,CLUH,21
4372,EIF3D,EIF3D,23
4373,EIF3C,EIF3C,43
4374,EIF3CL,EIF3CL,42
4375,EIF3E,EIF3E,11
4376,EIF3K,EIF3K,5
4377,EIF3M,EIF3M,14
4378,EIF3H,EIF3H,13
4379,EIF3L,EIF3L,29
4380,EIF4A1,EIF4A1,14
4381,EIF4A2,EIF4A2,15
4382,EIF4B,EIF4B,94
4383,EIF4E,EIF4E,14
4384,EIF4E1B,EIF4E1B,4
4385,EIF4E2,EIF4E2,3
4386,EIF4G1,EIF4G1,79
4387,EIF4G2,EIF4G2,37
4388,EIF4G3,EIF4G3,44
4389,EIF4H,EIF4H,24
4390,EIF5,EIF5,25
