Genes,PhosNo,Norm_Symbol
DEGS1,1,DEGS1
ANGPT2,2,ANGPT2
SCAMP1,7,SCAMP1
SCAMP2,6,SCAMP2
KPNA5,6,KPNA5
ARPC1B,12,ARPC1B
ARPC2,16,ARPC2
ARPC3,7,ARPC3
MDM4,14,MDM4
BET1,7,BET1
ZBTB7B,12,ZBTB7B
POLR1C,5,POLR1C
TRIM24,49,TRIM24
LDLRAD4,1,LDLRAD4
AXIN1,24,AXIN1
PSPHP1,2,PSPHP1
PGRMC2,9,PGRMC2
T,1,T
CETN3,2,CETN3
CTDSPL,6,CTDSPL
VILL,7,VILL
EPHB6,6,EPHB6
SMAD9,7,SMAD9
ADAMDEC1,2,ADAMDEC1
ZBTB22,4,ZBTB22
RGL2,21,RGL2
PFDN6,1,PFDN6
WDR46,10,WDR46
GPR182,2,GPR182
NKRF,23,NKRF
GNPAT,5,GNPAT
KMO,7,KMO
LAMA5,16,LAMA5
ZNF185,77,ZNF185
MATN3,3,MATN3
CASC3,36,CASC3
MRPS12,1,MRPS12
NDUFA1,3,NDUFA1
VGF,10,VGF
SLC22A1,1,SLC22A1
CLIC2,4,CLIC2
ACOX3,5,ACOX3
RTL8C,1,RTL8C
RER1,6,RER1
NPHP1,1,NPHP1
SURF4,4,SURF4
MAPK13,9,MAPK13
ATXN7,36,ATXN7
SHOX,1,SHOX
SPTLC1,2,SPTLC1
SPTLC2,7,SPTLC2
TCAP,4,TCAP
FANCG,4,FANCG
OGT,8,OGT
ALOX15B,3,ALOX15B
PPM1D,13,PPM1D
GRM6,7,GRM6
SIVA1,3,SIVA1
PMM2,2,PMM2
RAD51B,1,RAD51B
POLR3G,4,POLR3G
CTAGE5,37,CTAGE5
TM9SF1,3,TM9SF1
INPP4B,9,INPP4B
MID1,14,MID1
HMGB3,5,HMGB3
TP73,8,TP73
FOXN1,1,FOXN1
PPM1G,21,PPM1G
INPPL1,45,INPPL1
FANCA,9,FANCA
EIF3D,16,EIF3D
EIF3H,13,EIF3H
SLC16A5,2,SLC16A5
HDAC3,7,HDAC3
NVL,20,NVL
BCAT2,2,BCAT2
SIGLEC5,2,SIGLEC5
YY2,2,YY2
BIRC5,2,BIRC5
NCAM2,10,NCAM2
IPO8,12,IPO8
GRIN2D,12,GRIN2D
STX7,19,STX7
SLC16A6,10,SLC16A6
TOX3,1,TOX3
FOXP2,13,FOXP2
TNRC18,81,TNRC18
SLC16A3,6,SLC16A3
PIN1P1,1,PIN1P1
SLC31A1,2,SLC31A1
SLC31A2,5,SLC31A2
ABCC3,10,ABCC3
ABCC4,20,ABCC4
ABCC5,21,ABCC5
MPPED1,1,MPPED1
CCL25,2,CCL25
CD3EAP,33,CD3EAP
TLR3,5,TLR3
MSH4,7,MSH4
P4HA2,5,P4HA2
MAGEB2,8,MAGEB2
MAGEB3,2,MAGEB3
MAGEB4,4,MAGEB4
TEX28,3,TEX28
CAPN5,9,CAPN5
GYG2,2,GYG2
RGS16,2,RGS16
YKT6,7,YKT6
GSC2,1,GSC2
NUPL2,19,NUPL2
ARPC5,6,ARPC5
POLR2D,1,POLR2D
CLOCK,21,CLOCK
CFLAR,4,CFLAR
NKX2-8,1,NKX2-8
DDX3Y,33,DDX3Y
SOCS1,2,SOCS1
MAFG,2,MAFG
OGG1,2,OGG1
GPR42,2,GPR42
PDPK1,12,PDPK1
TAPBP,2,TAPBP
PER1,32,PER1
ZSCAN9,3,ZSCAN9
RGS5,1,RGS5
FABP7,1,FABP7
RNF113A,17,RNF113A
LINC01565,1,LINC01565
P2RX6,7,P2RX6
KDM6A,21,KDM6A
CLDN3,8,CLDN3
FFAR2,2,FFAR2
MEFV,14,MEFV
KCNN4,2,KCNN4
ERVK-18,5,ERVK-18
DHX15,17,DHX15
SGSM2,12,SGSM2
RNMT,14,RNMT
ZZEF1,41,ZZEF1
ASAP2,21,ASAP2
TET3,17,TET3
FLRT2,5,FLRT2
TTI1,7,TTI1
PLXNB1,12,PLXNB1
RRP8,25,RRP8
PJA2,26,PJA2
SIPA1L1,169,SIPA1L1
ZBTB24,12,ZBTB24
CYB5B,9,CYB5B
PRPF4,4,PRPF4
ST8SIA3,2,ST8SIA3
CYP26A1,5,CYP26A1
PHGDH,16,PHGDH
NDUFS4,6,NDUFS4
ARHGAP6,68,ARHGAP6
ADAM12,2,ADAM12
IRAK2,6,IRAK2
PHF1,20,PHF1
GPR39,12,GPR39
MSH5,1,MSH5
SEPT4,11,SEPT4
DYNC1LI2,32,DYNC1LI2
PSMD3,31,PSMD3
SLC7A4,1,SLC7A4
TEX33,5,TEX33
HOXC11,1,HOXC11
RBFOX2,8,RBFOX2
PAPSS1,4,PAPSS1
SIAH2,7,SIAH2
ZW10,15,ZW10
PRODH,1,PRODH
SPINT1,1,SPINT1
EFS,10,EFS
MAP3K13,7,MAP3K13
B4GALT5,1,B4GALT5
SART1,37,SART1
SPINT2,4,SPINT2
DAPK3,6,DAPK3
TGFB1I1,43,TGFB1I1
SRGAP3,27,SRGAP3
ZNF264,14,ZNF264
ZBTB43,5,ZBTB43
AP5Z1,4,AP5Z1
LRRTM2,3,LRRTM2
HSPA12A,9,HSPA12A
CCP110,33,CCP110
SEC14L5,4,SEC14L5
ADCY6,12,ADCY6
ARHGEF9,3,ARHGEF9
ZSCAN12,6,ZSCAN12
CTIF,16,CTIF
MTSS1,36,MTSS1
PPIP5K2,45,PPIP5K2
AQP9,1,AQP9
PAX4,1,PAX4
MAP3K7,38,MAP3K7
FGF16,1,FGF16
EEF1E1,5,EEF1E1
LYRM1,1,LYRM1
MSI1,7,MSI1
RIPK2,26,RIPK2
ZNF749,2,ZNF749
HOXA2,3,HOXA2
HOXA3,6,HOXA3
RASA4,10,RASA4
WDR62,62,WDR62
HNRNPR,26,HNRNPR
PRPF3,22,PRPF3
TXNL1,7,TXNL1
TPD52L2,66,TPD52L2
EMC8,3,EMC8
COCH,7,COCH
THAP12,12,THAP12
ANP32C,2,ANP32C
GRID2,8,GRID2
SYNJ1,55,SYNJ1
FIBP,1,FIBP
EIF4G3,49,EIF4G3
TBX1,2,TBX1
CBFA2T2,25,CBFA2T2
PPIH,1,PPIH
KCNAB3,5,KCNAB3
MGAM,4,MGAM
SUV39H1,3,SUV39H1
HTRA2,6,HTRA2
KLF4,12,KLF4
OIP5,7,OIP5
AKR7A2,12,AKR7A2
PROM1,3,PROM1
EPB41L2,70,EPB41L2
TGOLN2,33,TGOLN2
CACNA1G,6,CACNA1G
RAD51C,4,RAD51C
LAMTOR5,3,LAMTOR5
ADAM20,2,ADAM20
TNFSF12,1,TNFSF12
MED7,1,MED7
WIPF1,30,WIPF1
ATP8B1,7,ATP8B1
BCL2L11,10,BCL2L11
FOXO3,33,FOXO3
KCNQ3,5,KCNQ3
KCNQ2,19,KCNQ2
CHST10,2,CHST10
SMAD6,8,SMAD6
XRCC3,2,XRCC3
XRCC2,3,XRCC2
TGM5,4,TGM5
GNRH2,1,GNRH2
SGCE,1,SGCE
FRS3,2,FRS3
LAT,29,LAT
RGS14,22,RGS14
RNF13,4,RNF13
CA12,1,CA12
AKAP10,17,AKAP10
SYT7,22,SYT7
DENR,9,DENR
PSTPIP1,5,PSTPIP1
XPOT,9,XPOT
HR,7,HR
SPRY2,17,SPRY2
DNPH1,7,DNPH1
DCX,21,DCX
GALR2,1,GALR2
SPRY1,8,SPRY1
SPRY3,4,SPRY3
HCRTR1,5,HCRTR1
TIMM44,5,TIMM44
SNAI2,6,SNAI2
CHMP2A,4,CHMP2A
FOXS1,1,FOXS1
NCK2,18,NCK2
PLRG1,12,PLRG1
PRC1,44,PRC1
RGS10,6,RGS10
ZNF207,4,ZNF207
NDUFB5,4,NDUFB5
NDUFA2,2,NDUFA2
LDB2,3,LDB2
TCF21,1,TCF21
BUB1,56,BUB1
BUB3,11,BUB3
AKAP7,5,AKAP7
PLPP2,8,PLPP2
PI15,2,PI15
SIGLEC6,3,SIGLEC6
SULT1B1,5,SULT1B1
ACTN4,73,ACTN4
BUD23,8,BUD23
TLX3,2,TLX3
HTATSF1,48,HTATSF1
KDELR3,1,KDELR3
TRAF3IP2,4,TRAF3IP2
ITM2A,1,ITM2A
CYTH3,3,CYTH3
PRKAB2,15,PRKAB2
AP1G1,8,AP1G1
STX6,6,STX6
SYNGR2,3,SYNGR2
SYNGR3,4,SYNGR3
TLX2,3,TLX2
SGTA,11,SGTA
LIAS,6,LIAS
ENSA,15,ENSA
SLC25A20,1,SLC25A20
NARS,15,NARS
DYRK3,5,DYRK3
KRT86,10,KRT86
SPOP,1,SPOP
MYO1B,11,MYO1B
SSNA1,4,SSNA1
SLC25A17,3,SLC25A17
NUDT21,7,NUDT21
LANCL1,7,LANCL1
STRN,26,STRN
RRP9,9,RRP9
SCO2,5,SCO2
C21orf2,8,C21orf2
AKAP8,12,AKAP8
GTPBP6,7,GTPBP6
B3GALT2,4,B3GALT2
ZBTB14,12,ZBTB14
ZNF73,5,ZNF73
IDH3B,5,IDH3B
NRDC,14,NRDC
CALU,13,CALU
EDIL3,1,EDIL3
ATP9B,8,ATP9B
AHCYL1,11,AHCYL1
CD5L,1,CD5L
XPNPEP2,1,XPNPEP2
KIF1C,29,KIF1C
TLL1,10,TLL1
PRICKLE3,23,PRICKLE3
GAS2,8,GAS2
EXTL3,5,EXTL3
ORC5,3,ORC5
TYROBP,3,TYROBP
VEGFD,2,VEGFD
CHST1,2,CHST1
AIRE,7,AIRE
NDUFS5,3,NDUFS5
EFNA2,1,EFNA2
ORC4,5,ORC4
PRKY,6,PRKY
PEX1,15,PEX1
MFSD11,3,MFSD11
RAD21,14,RAD21
AKR1B10,4,AKR1B10
TIMM8A,4,TIMM8A
KALRN,50,KALRN
DHX16,16,DHX16
SSSCA1,5,SSSCA1
GMFG,3,GMFG
PPP1R12B,32,PPP1R12B
BNIP3L,15,BNIP3L
SH3BP5,15,SH3BP5
PLIN1,14,PLIN1
ADGRB2,8,ADGRB2
ADGRB3,14,ADGRB3
HS6ST1,2,HS6ST1
MED14,15,MED14
PCDH7,28,PCDH7
SOX15,3,SOX15
PRPSAP2,8,PRPSAP2
PRKN,3,PRKN
GNG7,1,GNG7
SMARCA5,28,SMARCA5
ADCY3,11,ADCY3
KIAA0513,6,KIAA0513
GPRIN2,9,GPRIN2
SPAG9,120,SPAG9
SUSD5,9,SUSD5
ZNF292,34,ZNF292
KIF5C,15,KIF5C
ST18,13,ST18
NUAK1,15,NUAK1
URB1,11,URB1
ZNF862,4,ZNF862
MGRN1,22,MGRN1
SIPA1L3,79,SIPA1L3
ZFC3H1,82,ZFC3H1
LCMT2,8,LCMT2
TRAK2,19,TRAK2
LZTS3,8,LZTS3
KIAA0556,35,KIAA0556
ZNF500,3,ZNF500
AQR,11,AQR
MAST3,72,MAST3
CEP104,3,CEP104
LRRC37A3,3,LRRC37A3
ATP10A,3,ATP10A
OPA1,17,OPA1
ZEB2,46,ZEB2
MCM3AP,34,MCM3AP
FAM189A1,4,FAM189A1
PCDHGA12,5,PCDHGA12
PIP5K1C,10,PIP5K1C
KIF1B,57,KIF1B
MAPKBP1,29,MAPKBP1
MARCH6,5,MARCH6
KDM1A,32,KDM1A
TBC1D4,82,TBC1D4
PHLPP1,20,PHLPP1
TBC1D12,15,TBC1D12
FZD6,17,FZD6
NUPR1,2,NUPR1
CACNG3,4,CACNG3
NME2P1,12,NME2P1
HBP1,11,HBP1
GDF9,4,GDF9
GRIN3B,6,GRIN3B
NOBOX,1,NOBOX
OR10H3,1,OR10H3
ONECUT3,2,ONECUT3
ATP8B3,14,ATP8B3
FADS1,4,FADS1
PPL,22,PPL
GSDME,3,GSDME
EVI5,13,EVI5
LY75,5,LY75
NRP2,2,NRP2
DSCAM,26,DSCAM
MAN1A2,2,MAN1A2
BRINP1,3,BRINP1
ZIC3,4,ZIC3
PLXNC1,7,PLXNC1
MPZL2,4,MPZL2
ACSL4,15,ACSL4
SNX3,7,SNX3
CUBN,5,CUBN
DOK2,5,DOK2
STX10,10,STX10
NPHS1,1,NPHS1
MGEA5,18,MGEA5
ADCY9,25,ADCY9
SORBS3,34,SORBS3
SYNCRIP,24,SYNCRIP
TPST1,5,TPST1
CDC40,12,CDC40
B4GALT3,4,B4GALT3
B4GALT4,3,B4GALT4
EIF4EBP3,7,EIF4EBP3
RANBP6,5,RANBP6
TDRD6,9,TDRD6
NEMF,37,NEMF
CIDEA,1,CIDEA
GMDS,18,GMDS
FOXD2,4,FOXD2
NMT2,10,NMT2
CCNT1,14,CCNT1
GREM1,4,GREM1
BUB1B,27,BUB1B
PLOD3,7,PLOD3
EIF4E2,5,EIF4E2
CCNT2,30,CCNT2
TLR2,4,TLR2
DIAPH1,31,DIAPH1
SELENOF,1,SELENOF
TSPAN1,1,TSPAN1
TSPAN3,5,TSPAN3
SNAP91,14,SNAP91
EXOC3,5,EXOC3
PDE8A,18,PDE8A
KLHL41,5,KLHL41
LMX1B,6,LMX1B
PLIN3,38,PLIN3
FCMR,2,FCMR
SLC16A7,15,SLC16A7
RAD1,1,RAD1
REV3L,62,REV3L
JAK2,9,JAK2
MAFK,8,MAFK
PRMT3,9,PRMT3
MSC,1,MSC
PEX10,4,PEX10
KPNA6,10,KPNA6
UGDH,26,UGDH
TPST2,3,TPST2
ABCC9,13,ABCC9
LPXN,15,LPXN
CTNND1,180,CTNND1
SLC24A1,3,SLC24A1
CDC14B,2,CDC14B
MAGEC1,12,MAGEC1
PLA2G6,3,PLA2G6
EIF1B,7,EIF1B
HCN1,13,HCN1
SNX2,24,SNX2
CYTIP,8,CYTIP
HPGDS,1,HPGDS
DPM1,14,DPM1
USO1,21,USO1
ZNF354A,6,ZNF354A
FMO6P,2,FMO6P
SLC19A2,6,SLC19A2
MRPS14,1,MRPS14
TOM1,16,TOM1
PRAMEF10,1,PRAMEF10
HNRNPCL1,11,HNRNPCL1
HIST1H2BK,17,HIST1H2BK
PFKFB2,17,PFKFB2
CCDC22,2,CCDC22
PQBP1,16,PQBP1
PAGE4,2,PAGE4
PRAF2,2,PRAF2
DKC1,22,DKC1
CACNA1F,1,CACNA1F
EIF5B,48,EIF5B
TRIM13,3,TRIM13
GAS7,19,GAS7
EDF1,6,EDF1
KIN,4,KIN
DIAPH2,7,DIAPH2
SH2D1A,6,SH2D1A
MMP20,6,MMP20
GPR37L1,4,GPR37L1
DNAJA2,20,DNAJA2
BRD4,46,BRD4
CUTA,1,CUTA
OPHN1,9,OPHN1
RAMP1,1,RAMP1
SHOX2,2,SHOX2
TBL1X,6,TBL1X
B4GALT2,1,B4GALT2
HUS1,2,HUS1
PFDN1,2,PFDN1
PPP1R11,13,PPP1R11
RNASEH1,3,RNASEH1
CTNS,1,CTNS
NBN,29,NBN
NOL3,7,NOL3
DTNB,26,DTNB
RNGTT,2,RNGTT
ERVK-19,13,ERVK-19
FCGR3B,3,FCGR3B
LILRB3,10,LILRB3
LILRB5,6,LILRB5
ABCB7,8,ABCB7
MITF,16,MITF
HSF2BP,3,HSF2BP
KIF21B,37,KIF21B
PLCH2,19,PLCH2
SRGAP2,66,SRGAP2
PLXNA2,16,PLXNA2
NOS1AP,21,NOS1AP
IGSF3,9,IGSF3
SDC3,2,SDC3
DNAJC6,37,DNAJC6
FAM20B,4,FAM20B
DENND4B,20,DENND4B
TMCC2,9,TMCC2
EFCAB14,8,EFCAB14
FKTN,1,FKTN
LRP3,1,LRP3
ADAM23,5,ADAM23
ADAM11,3,ADAM11
CBFA2T3,12,CBFA2T3
WDR1,26,WDR1
FZD7,1,FZD7
SLIT1,2,SLIT1
SLIT3,3,SLIT3
LRP4,7,LRP4
AOC2,1,AOC2
ATP9A,6,ATP9A
LDB3,55,LDB3
N4BP1,37,N4BP1
ROCK2,41,ROCK2
MFAP3L,11,MFAP3L
CLASP2,109,CLASP2
ZNF623,4,ZNF623
PTCD1,2,PTCD1
COBL,66,COBL
ASTN2,11,ASTN2
CPNE3,12,CPNE3
ZBED4,30,ZBED4
DEPDC5,36,DEPDC5
ATG13,17,ATG13
ICOSLG,1,ICOSLG
PPFIA3,28,PPFIA3
HIP1R,14,HIP1R
OBSL1,16,OBSL1
RNF40,14,RNF40
PHF2,45,PHF2
ZC3H11A,51,ZC3H11A
CLUH,9,CLUH
RAB11FIP3,6,RAB11FIP3
CAND2,11,CAND2
TSC22D2,11,TSC22D2
SOCS5,1,SOCS5
NPHP4,18,NPHP4
KDM4A,14,KDM4A
DNAJC13,12,DNAJC13
PHACTR2,41,PHACTR2
PPP6R2,24,PPP6R2
ADAMTS4,7,ADAMTS4
CNOT3,10,CNOT3
ANKRD17,77,ANKRD17
SIN3B,24,SIN3B
ATP2C2,7,ATP2C2
DNAJB6,15,DNAJB6
XYLB,7,XYLB
PEX11A,2,PEX11A
LRP5,11,LRP5
TMEM127,1,TMEM127
COQ9,2,COQ9
GGCT,7,GGCT
NDUFS7,2,NDUFS7
ZNF780A,7,ZNF780A
RTN2,13,RTN2
NDUFS2,6,NDUFS2
CDH16,1,CDH16
UGT2B11,3,UGT2B11
ZPR1,5,ZPR1
DUSP11,7,DUSP11
NIPSNAP2,2,NIPSNAP2
SNN,2,SNN
LRRN2,1,LRRN2
HMMR,21,HMMR
PPFIA2,14,PPFIA2
PPFIA4,14,PPFIA4
CILP,5,CILP
PDCD6,8,PDCD6
ALOX12B,7,ALOX12B
GUCY1B2,1,GUCY1B2
ZNF253,3,ZNF253
TBCA,3,TBCA
ATP6V1G1,7,ATP6V1G1
VPS4B,8,VPS4B
ENTPD3,1,ENTPD3
PROP1,1,PROP1
ZNF217,39,ZNF217
BCAS1,20,BCAS1
PITX3,5,PITX3
AVIL,2,AVIL
H2AFY,18,H2AFY
SH3BGRL,4,SH3BGRL
FLNB,153,FLNB
ZNF737,10,ZNF737
NCOR1,164,NCOR1
VAMP4,9,VAMP4
PEX14,22,PEX14
TRIM3,15,TRIM3
ULK1,59,ULK1
TULP3,3,TULP3
SLC43A1,8,SLC43A1
GPR32,1,GPR32
CS,8,CS
SPAG7,15,SPAG7
SEC22B,15,SEC22B
DEAF1,12,DEAF1
PRPF40A,48,PRPF40A
HYPM,1,HYPM
TACC1,48,TACC1
NME6,1,NME6
POLQ,30,POLQ
CDC45,8,CDC45
GIGYF1,37,GIGYF1
MOSPD3,3,MOSPD3
FBXO24,2,FBXO24
LRCH4,38,LRCH4
MTX2,2,MTX2
VPS26A,12,VPS26A
ZNF254,18,ZNF254
NDUFB1,1,NDUFB1
PMPCB,4,PMPCB
TECTA,4,TECTA
MAF,1,MAF
USH2A,19,USH2A
SAP30,6,SAP30
MED24,20,MED24
KATNA1,19,KATNA1
PAGE1,4,PAGE1
ERN1.00,3,ERN1.00
E2F6,3,E2F6
CRLF1,2,CRLF1
ZNF324,11,ZNF324
NR1I2,3,NR1I2
LGR5,7,LGR5
PSIP1,45,PSIP1
ERLIN1,5,ERLIN1
TADA2A,3,TADA2A
SUPT3H,2,SUPT3H
GPC4,3,GPC4
NDUFS3,4,NDUFS3
CA11,1,CA11
SRSF10,67,SRSF10
GMNN,14,GMNN
CLN5,1,CLN5
HSBP1,3,HSBP1
CLDN11,6,CLDN11
TNFRSF21,13,TNFRSF21
ECI2,9,ECI2
KHDRBS3,4,KHDRBS3
RBMXL2,12,RBMXL2
TADA3,9,TADA3
TAF5L,5,TAF5L
EED,16,EED
BANF1,4,BANF1
SF3B1,72,SF3B1
CSDE1,38,CSDE1
ZNF821,1,ZNF821
DAB1,6,DAB1
WBP4,12,WBP4
STX11,5,STX11
SKAP2,18,SKAP2
JRK,11,JRK
PRKRA,17,PRKRA
MTRF1,1,MTRF1
CRCP,4,CRCP
ITGA10,2,ITGA10
LRP6,29,LRP6
RPS6KA5,14,RPS6KA5
MED6,4,MED6
MYCBP2,106,MYCBP2
FOXH1,1,FOXH1
PGLYRP1,2,PGLYRP1
CLEC3A,3,CLEC3A
GCAT,4,GCAT
SPAG6,1,SPAG6
GCM2,2,GCM2
USP2,8,USP2
NPM3,10,NPM3
LYPLA1,1,LYPLA1
LEFTY1,1,LEFTY1
ERAL1,4,ERAL1
DEDD,1,DEDD
PRDM1,22,PRDM1
REM1,4,REM1
SERPINB7,8,SERPINB7
CTAG2,2,CTAG2
SNRNP200,52,SNRNP200
TRMU,1,TRMU
TIPRL,8,TIPRL
OFD1,48,OFD1
TOM1L1,15,TOM1L1
RPS6KA4,24,RPS6KA4
RFPL1,6,RFPL1
RFPL2,1,RFPL2
RFPL3,3,RFPL3
SURF6,10,SURF6
PPM1B,10,PPM1B
ADAP1,2,ADAP1
UTP20,29,UTP20
NUP155,21,NUP155
RP2,6,RP2
GJB3,3,GJB3
STK16,1,STK16
WDHD1,37,WDHD1
CRTAP,2,CRTAP
SLC25A12,6,SLC25A12
PIK3C2G,4,PIK3C2G
SLC22A3,1,SLC22A3
B3GALNT1,1,B3GALNT1
TRPA1,6,TRPA1
TCEA3,16,TCEA3
RAD51D,3,RAD51D
PALM,23,PALM
RHBDL1,2,RHBDL1
ATP6AP2,1,ATP6AP2
GRAP2,9,GRAP2
RNASEH2A,12,RNASEH2A
CDC123,7,CDC123
UGT2B17,6,UGT2B17
PPP1R15A,25,PPP1R15A
CAPN15,14,CAPN15
BCAR3,39,BCAR3
POP7,2,POP7
RPP40,3,RPP40
ZNF189,14,ZNF189
EIF3G,15,EIF3G
EIF3J,14,EIF3J
CBR3,4,CBR3
SERPINI2,3,SERPINI2
PSMD10,2,PSMD10
KLF7,3,KLF7
AP1G2,5,AP1G2
ZMPSTE24,7,ZMPSTE24
SC5D,1,SC5D
PPP1R37,17,PPP1R37
CEACAM4,2,CEACAM4
IDH1,23,IDH1
GATB,5,GATB
SCO1,1,SCO1
CYP7B1,6,CYP7B1
ATRN,3,ATRN
STAM2,12,STAM2
TNFSF13,2,TNFSF13
ALDH1L1,7,ALDH1L1
TUSC2,3,TUSC2
GABBR2,7,GABBR2
MMP23A,10,MMP23A
RASSF9,3,RASSF9
DGAT1,7,DGAT1
SOAT2,2,SOAT2
CCNK,9,CCNK
DHRS3,1,DHRS3
DGKI,8,DGKI
PAK3,13,PAK3
ARL6IP5,3,ARL6IP5
RGS9,2,RGS9
SERF1A,1,SERF1A
DYSF,76,DYSF
PIAS1,19,PIAS1
PIAS2,12,PIAS2
BCAS2,8,BCAS2
DCTN3,4,DCTN3
BBOX1,1,BBOX1
DNAJC8,9,DNAJC8
SMNDC1,7,SMNDC1
RAD17,7,RAD17
ATP5H,8,ATP5H
FAM155B,3,FAM155B
LYZL6,1,LYZL6
CABYR,4,CABYR
DNAJB5,4,DNAJB5
FLOT1,16,FLOT1
CDK2AP2,1,CDK2AP2
TRIO,85,TRIO
ATP5L,3,ATP5L
AKAP3,5,AKAP3
MPDZ,38,MPDZ
SNAPC5,2,SNAPC5
CPD,19,CPD
SASH3,44,SASH3
OR2B3,3,OR2B3
GLRX3,5,GLRX3
KRT33A,2,KRT33A
KRT34,2,KRT34
KRT36,4,KRT36
KRT37,1,KRT37
KRT38,1,KRT38
RSL1D1,44,RSL1D1
WFS1,10,WFS1
ANXA9,2,ANXA9
CLPX,7,CLPX
SCGN,1,SCGN
CDKL5,40,CDKL5
NEBL,24,NEBL
NEURL1,3,NEURL1
SEC14L2,3,SEC14L2
STC2,7,STC2
TM7SF2,1,TM7SF2
RNF8,2,RNF8
SNCG,5,SNCG
CIAO1,3,CIAO1
PDE5A,6,PDE5A
ZFAND5,8,ZFAND5
RGS20,6,RGS20
SLC22A5,11,SLC22A5
PDE9A,5,PDE9A
GAGE7,5,GAGE7
BEST1,1,BEST1
FGF18,3,FGF18
SRP72,26,SRP72
OR7C1,3,OR7C1
OR7A10,1,OR7A10
DXO,5,DXO
TRPM2,8,TRPM2
DDAH1,2,DDAH1
RECQL4,16,RECQL4
RECQL5,22,RECQL5
URI1,29,URI1
STK17B,3,STK17B
ECM2,8,ECM2
MTA2,22,MTA2
AQP8,1,AQP8
CNTN5,3,CNTN5
USP1,29,USP1
ALDH1A2,5,ALDH1A2
STK10,39,STK10
ACTL6B,3,ACTL6B
PRKD3,39,PRKD3
GFPT2,10,GFPT2
RGS11,1,RGS11
TPPP,13,TPPP
BAIAP3,8,BAIAP3
SLIT2,1,SLIT2
NOL4,14,NOL4
KBTBD11,13,KBTBD11
LTN1,13,LTN1
ATP10B,10,ATP10B
TOMM70,19,TOMM70
PLEKHG5,24,PLEKHG5
IPO13,4,IPO13
DDHD2,8,DDHD2
MYO1D,12,MYO1D
TOX4,17,TOX4
RHOBTB1,4,RHOBTB1
DDN,4,DDN
MICAL2,16,MICAL2
KIAA0754,32,KIAA0754
SEC24D,15,SEC24D
NFASC,13,NFASC
SUPT7L,12,SUPT7L
FCHSD2,26,FCHSD2
UFL1,16,UFL1
SORBS2,187,SORBS2
TMCC1,13,TMCC1
PHF14,48,PHF14
SASH1,75,SASH1
TMEM63A,7,TMEM63A
FARP2,40,FARP2
UBXN7,13,UBXN7
KLHL18,1,KLHL18
ZNF432,10,ZNF432
LRIG2,6,LRIG2
TOX,9,TOX
SUN1,34,SUN1
PLPBP,7,PLPBP
ERLIN2,2,ERLIN2
PRPF6,20,PRPF6
DKK1.00,2,DKK1.00
ADGRL1,16,ADGRL1
ABCA8,8,ABCA8
PCF11,54,PCF11
FRYL,61,FRYL
NFAT5,31,NFAT5
ENDOD1,7,ENDOD1
CDK14,19,CDK14
GLCE,5,GLCE
GLS,10,GLS
HAUS5,6,HAUS5
ABLIM3,55,ABLIM3
SLITRK3,3,SLITRK3
UBOX5,3,UBOX5
FBXO21,8,FBXO21
KDM4B,21,KDM4B
RHOBTB3,7,RHOBTB3
SLCO2B1,8,SLCO2B1
SOGA1,58,SOGA1
USP19,33,USP19
WDR47,39,WDR47
TRIM37,16,TRIM37
AP2A2,13,AP2A2
SEC31A,31,SEC31A
CAMTA2,7,CAMTA2
CLSTN1,2,CLSTN1
CEP152,24,CEP152
FAM13A,20,FAM13A
ARHGEF15,7,ARHGEF15
SLITRK5,15,SLITRK5
HEXIM1,15,HEXIM1
SOX30,4,SOX30
OR6B1,2,OR6B1
OR4F21,1,OR4F21
SEMA3D,7,SEMA3D
UPP2,2,UPP2
TJP3,48,TJP3
INMT,1,INMT
DIRAS1,4,DIRAS1
CCNB2,12,CCNB2
KCNK2,7,KCNK2
YIF1A,4,YIF1A
UBR5,86,UBR5
REC8,3,REC8
FSBP,4,FSBP
AGFG2,2,AGFG2
PRSS23,1,PRSS23
NKX2-2,3,NKX2-2
SCAF4,21,SCAF4
ZNF202,8,ZNF202
S1PR2,6,S1PR2
NDUFB6,3,NDUFB6
MFN2,5,MFN2
DUSP14,4,DUSP14
SNUPN,14,SNUPN
TSPOAP1,6,TSPOAP1
AKR7A3,6,AKR7A3
UBE4B,51,UBE4B
NXPH3,4,NXPH3
ZFPL1,3,ZFPL1
ELP1,12,ELP1
UBL3,1,UBL3
NDUFA3,1,NDUFA3
NDUFB4,3,NDUFB4
NDUFB8,2,NDUFB8
SCEL,39,SCEL
NDUFB2,1,NDUFB2
CACNA1H,18,CACNA1H
NDUFA7,5,NDUFA7
VAMP5,3,VAMP5
UNC5C,9,UNC5C
OAZ2,1,OAZ2
CSPG5,2,CSPG5
RTN3,31,RTN3
KLHL2,2,KLHL2
RCBTB2,3,RCBTB2
ZNF205,5,ZNF205
LETM1,6,LETM1
PCDH8,14,PCDH8
EPN2,45,EPN2
STBD1,14,STBD1
ZRANB2,40,ZRANB2
SNX4,10,SNX4
OR5F1,1,OR5F1
OR6A2,1,OR6A2
ZWINT,5,ZWINT
VENTX,3,VENTX
LUC7L3,25,LUC7L3
KIF20A,59,KIF20A
APOL3,2,APOL3
SPDEF,4,SPDEF
KIF4A,55,KIF4A
MBD4,19,MBD4
SBF1,61,SBF1
GOSR1,10,GOSR1
